18459
7046	0
7048	1
5211	2
5213	3
5214	4
5160	5
5162	6
10641	7
9681	8
124	9
125	10
3939	11
3945	12
5019	13
64064	14
2944	15
2946	16
4128	17
4129	18
126	19
712	20
714	21
2571	22
2572	23
815	24
817	25
2982	26
2983	27
4830	28
4831	29
217	30
219	31
4702	32
4708	33
818	34
2947	35
2948	36
2203	37
8789	38
3594	39
3595	40
2746	41
2747	42
10890	43
5877	44
160287	45
3948	46
5592	47
5593	48
124995	49
54948	50
5747	51
9564	52
1548	53
1549	54
7248	55
7249	56
3073	57
3074	58
6476	59
8972	60
54657	61
54658	62
1282	63
1284	64
5631	65
5634	66
916	67
917	68
2938	69
2939	70
6389	71
6390	72
713	73
5530	74
5532	75
130	76
2949	77
2977	78
487	79
488	80
1719	81
200895	82
6470	83
6472	84
2941	85
525	86
526	87
5564	88
5565	89
816	90
6776	91
6777	92
9060	93
9061	94
4088	95
4089	96
279	97
280	98
383	99
384	100
5105	101
5106	102
54578	103
54659	104
123745	105
255189	106
8802	107
8803	108
221357	109
314	110
8639	111
8801	112
51422	113
5571	114
1487	115
1488	116
5836	117
5837	118
283748	119
54576	120
1285	121
1286	122
6240	123
6241	124
54577	125
2673	126
9945	127
1892	128
35	129
3033	130
54575	131
123876	132
348158	133
10941	134
7366	135
4205	136
4209	137
1576	138
1577	139
574537	140
79799	141
54600	142
2181	143
2182	144
23590	145
57107	146
5578	147
5582	148
127	149
2940	150
54490	151
7365	152
3099	153
3101	154
1387	155
2033	156
10720	157
55902	158
84532	159
3030	160
3032	161
4357	162
7263	163
3098	164
221823	165
2885	166
6654	167
210	168
3145	169
92483	170
51649	171
64963	172
3065	173
3066	174
278	175
23545	176
50617	177
54579	178
8605	179
593	180
594	181
406	182
9575	183
1557	184
1559	185
2997	186
2998	187
4719	188
4729	189
535	190
4594	191
84693	192
121278	193
7166	194
8795	195
8797	196
119391	197
9446	198
3122	199
3123	200
4832	201
2729	202
2730	203
50484	204
5161	205
4833	206
2710	207
2712	208
5207	209
5210	210
5095	211
5096	212
10312	213
4208	214
6543	215
6547	216
3283	217
3284	218
5372	219
5373	220
100137049	221
64240	222
64241	223
7367	224
4087	225
2645	226
2175	227
2189	228
1737	229
2903	230
2904	231
654364	232
51703	233
5130	234
9468	235
23305	236
3454	237
3455	238
2956	239
4292	240
2805	241
2806	242
5579	243
63931	244
64965	245
23016	246
54512	247
4143	248
4144	249
5984	250
5985	251
22943	252
27123	253
2026	254
2027	255
1109	256
6718	257
1551	258
1723	259
7372	260
2064	261
2065	262
4437	263
160851	264
8527	265
5393	266
31	267
32	268
158	269
159	270
2653	271
2731	272
5319	273
5320	274
4207	275
284217	276
3908	277
2890	278
2891	279
27330	280
6195	281
2561	282
2562	283
7923	284
84869	285
5145	286
5158	287
8890	288
8892	289
10840	290
160428	291
2188	292
2875	293
84706	294
6196	295
2683	296
8703	297
23205	298
81616	299
1287	300
1288	301
784	302
785	303
2495	304
2512	305
6197	306
374291	307
11340	308
56915	309
3419	310
3421	311
2023	312
7381	313
5223	314
5224	315
2235	316
7389	317
3420	318
523	319
5209	320
3760	321
3762	322
1967	323
5321	324
102724560	325
875	326
2178	327
790	328
915	329
229	330
230	331
841	332
843	333
2180	334
475	335
538	336
100861540	337
2176	338
38	339
22977	340
8574	341
10965	342
641371	343
2155	344
2159	345
248	346
251	347
3612	348
3613	349
54344	350
8813	351
2986	352
3000	353
10797	354
441024	355
54107	356
56655	357
64969	358
4728	359
1147	360
3551	361
1807	362
51733	363
1495	364
1496	365
4436	366
4862	367
8471	368
8660	369
4090	370
4091	371
7384	372
7385	373
731	374
735	375
5167	376
5169	377
7476	378
7477	379
338324	380
6278	381
891	382
9133	383
5533	384
10319	385
116285	386
1017	387
898	388
5834	389
1806	390
1503	391
56474	392
8050	393
490	394
491	395
245973	396
528	397
4848	398
4849	399
285242	400
3359	401
983	402
5208	403
527	404
533	405
586	406
587	407
2678	408
2687	409
5256	410
5257	411
22	412
23456	413
11194	414
200909	415
154807	416
79001	417
7168	418
7169	419
79646	420
80025	421
1645	422
1646	423
3592	424
3593	425
5236	426
55276	427
5562	428
5563	429
10384	430
11119	431
10058	432
435	433
445	434
10349	435
10350	436
5406	437
5407	438
10093	439
10097	440
5982	441
4710	442
10993	443
113675	444
4123	445
4125	446
2892	447
130399	448
91	449
4720	450
3039	451
3040	452
5889	453
7517	454
7298	455
5260	456
5261	457
4772	458
4773	459
27183	460
9525	461
3932	462
7535	463
1757	464
29958	465
5720	466
5721	467
84545	468
170572	469
534	470
9550	471
8704	472
10096	473
275	474
3821	475
3824	476
10554	477
10555	478
2937	479
131669	480
144193	481
211	482
212	483
10054	484
10055	485
10109	486
5137	487
5153	488
5136	489
7473	490
89780	491
715	492
716	493
3628	494
5313	495
5315	496
5230	497
5232	498
249	499
348980	500
610	501
55173	502
1137	503
