fpr,tpr,threshold
9.224011713030746962e-02,6.393258426966291763e-01,9.799688458442687988e-01
9.370424597364568342e-02,6.393258426966291763e-01,9.798899888992309570e-01
9.370424597364568342e-02,6.426966292134831393e-01,9.796972274780273438e-01
9.516837481698389722e-02,6.426966292134831393e-01,9.796181917190551758e-01
9.516837481698389722e-02,6.438202247191011640e-01,9.795944690704345703e-01
9.809663250366032483e-02,6.438202247191011640e-01,9.794768095016479492e-01
9.809663250366032483e-02,6.449438202247190777e-01,9.794170260429382324e-01
9.956076134699853863e-02,6.449438202247190777e-01,9.793645143508911133e-01
9.956076134699853863e-02,6.460674157303371024e-01,9.793521165847778320e-01
1.010248901903367524e-01,6.460674157303371024e-01,9.793415665626525879e-01
1.010248901903367524e-01,6.494382022471910654e-01,9.793034791946411133e-01
1.024890190336749662e-01,6.494382022471910654e-01,9.791678786277770996e-01
1.024890190336749662e-01,6.516853932584270037e-01,9.790253043174743652e-01
1.039531478770131800e-01,6.516853932584270037e-01,9.789637923240661621e-01
1.039531478770131800e-01,6.561797752808988804e-01,9.787040352821350098e-01
1.068814055636896077e-01,6.561797752808988804e-01,9.786583185195922852e-01
1.068814055636896077e-01,6.573033707865169051e-01,9.784632921218872070e-01
1.083455344070278215e-01,6.573033707865169051e-01,9.784254431724548340e-01
1.083455344070278215e-01,6.595505617977528434e-01,9.783063530921936035e-01
1.098096632503660353e-01,6.595505617977528434e-01,9.779918193817138672e-01
1.098096632503660353e-01,6.606741573033707571e-01,9.779453873634338379e-01
1.112737920937042491e-01,6.606741573033707571e-01,9.778901338577270508e-01
1.112737920937042491e-01,6.651685393258427448e-01,9.774056673049926758e-01
1.127379209370424629e-01,6.651685393258427448e-01,9.773917794227600098e-01
1.127379209370424629e-01,6.662921348314606584e-01,9.773800373077392578e-01
1.142020497803806767e-01,6.662921348314606584e-01,9.773390889167785645e-01
1.142020497803806767e-01,6.741573033707864981e-01,9.770349264144897461e-01
1.185944363103953181e-01,6.741573033707864981e-01,9.764553904533386230e-01
1.185944363103953181e-01,6.752808988764045228e-01,9.763863682746887207e-01
1.215226939970717457e-01,6.752808988764045228e-01,9.762958288192749023e-01
1.215226939970717457e-01,6.820224719101123378e-01,9.758267402648925781e-01
1.229868228404099595e-01,6.820224719101123378e-01,9.756195545196533203e-01
1.229868228404099595e-01,6.831460674157303625e-01,9.756161570549011230e-01
1.259150805270863871e-01,6.831460674157303625e-01,9.754623174667358398e-01
1.259150805270863871e-01,6.853932584269663009e-01,9.754387140274047852e-01
1.317715959004392423e-01,6.853932584269663009e-01,9.750365614891052246e-01
1.317715959004392423e-01,6.865168539325842145e-01,9.749539494514465332e-01
1.346998535871156699e-01,6.865168539325842145e-01,9.749161601066589355e-01
1.346998535871156699e-01,6.921348314606741159e-01,9.746633172035217285e-01
1.361639824304538837e-01,6.921348314606741159e-01,9.746212959289550781e-01
1.361639824304538837e-01,6.955056179775280789e-01,9.742978215217590332e-01
1.376281112737920975e-01,6.955056179775280789e-01,9.741165637969970703e-01
1.376281112737920975e-01,6.966292134831461036e-01,9.740525484085083008e-01
1.390922401171303113e-01,6.966292134831461036e-01,9.738183617591857910e-01
1.390922401171303113e-01,7.011235955056179803e-01,9.736053943634033203e-01
1.405563689604685251e-01,7.011235955056179803e-01,9.733128547668457031e-01
1.405563689604685251e-01,7.033707865168539186e-01,9.730691909790039062e-01
1.420204978038067389e-01,7.033707865168539186e-01,9.728884100914001465e-01
1.420204978038067389e-01,7.056179775280898570e-01,9.726531505584716797e-01
1.434846266471449527e-01,7.056179775280898570e-01,9.726064801216125488e-01
1.434846266471449527e-01,7.078651685393257953e-01,9.724599719047546387e-01
1.449487554904831665e-01,7.078651685393257953e-01,9.723513722419738770e-01
1.449487554904831665e-01,7.112359550561797583e-01,9.722221493721008301e-01
1.464128843338213803e-01,7.112359550561797583e-01,9.720665216445922852e-01
1.464128843338213803e-01,7.123595505617977830e-01,9.720314145088195801e-01
1.478770131771595941e-01,7.123595505617977830e-01,9.719448089599609375e-01
1.478770131771595941e-01,7.202247191011236227e-01,9.708246588706970215e-01
1.493411420204978080e-01,7.202247191011236227e-01,9.707733988761901855e-01
1.493411420204978080e-01,7.224719101123595610e-01,9.705964326858520508e-01
1.522693997071742356e-01,7.224719101123595610e-01,9.704120755195617676e-01
1.522693997071742356e-01,7.258426966292135241e-01,9.700043201446533203e-01
1.551976573938506632e-01,7.258426966292135241e-01,9.698878526687622070e-01
1.551976573938506632e-01,7.280898876404494624e-01,9.696738719940185547e-01
1.581259150805270908e-01,7.280898876404494624e-01,9.694551229476928711e-01
1.581259150805270908e-01,7.314606741573034254e-01,9.685707092285156250e-01
1.595900439238653046e-01,7.314606741573034254e-01,9.685185551643371582e-01
