recall,precision
9.988764044943819753e-01,6.035302104548539992e-01
9.988764044943819753e-01,6.039402173913043237e-01
9.988764044943819753e-01,6.043507817811012428e-01
9.988764044943819753e-01,6.047619047619047228e-01
9.988764044943819753e-01,6.051735874744724741e-01
9.977528089887640617e-01,6.049046321525886061e-01
9.977528089887640617e-01,6.053169734151329084e-01
9.977528089887640617e-01,6.057298772169167345e-01
9.977528089887640617e-01,6.061433447098976135e-01
9.977528089887640617e-01,6.065573770491803351e-01
9.977528089887640617e-01,6.069719753930280515e-01
9.977528089887640617e-01,6.073871409028728241e-01
9.977528089887640617e-01,6.078028747433265044e-01
9.977528089887640617e-01,6.082191780821918359e-01
9.977528089887640617e-01,6.086360520904728899e-01
9.966292134831460370e-01,6.083676268861454295e-01
9.966292134831460370e-01,6.087851750171585641e-01
9.966292134831460370e-01,6.092032967032966484e-01
9.966292134831460370e-01,6.096219931271478210e-01
9.966292134831460370e-01,6.100412654745529517e-01
9.966292134831460370e-01,6.104611149346180765e-01
9.966292134831460370e-01,6.108815426997245002e-01
9.966292134831460370e-01,6.113025499655410089e-01
9.966292134831460370e-01,6.117241379310345284e-01
9.966292134831460370e-01,6.121463077984816703e-01
9.966292134831460370e-01,6.125690607734806115e-01
9.966292134831460370e-01,6.129923980649619741e-01
9.966292134831460370e-01,6.134163208852005944e-01
9.966292134831460370e-01,6.138408304498269574e-01
9.966292134831460370e-01,6.142659279778392989e-01
9.966292134831460370e-01,6.146916146916147072e-01
9.966292134831460370e-01,6.151178918169208920e-01
9.966292134831460370e-01,6.155447605829285074e-01
9.966292134831460370e-01,6.159722222222222543e-01
9.966292134831460370e-01,6.164002779708130930e-01
9.966292134831460370e-01,6.168289290681502335e-01
9.966292134831460370e-01,6.172581767571329037e-01
9.966292134831460370e-01,6.176880222841225621e-01
9.966292134831460370e-01,6.181184668989546660e-01
9.966292134831460370e-01,6.185495118549512172e-01
9.966292134831460370e-01,6.189811584089323082e-01
9.966292134831460370e-01,6.194134078212290007e-01
9.966292134831460370e-01,6.198462613556953160e-01
9.966292134831460370e-01,6.202797202797202258e-01
9.966292134831460370e-01,6.207137858642407524e-01
9.966292134831460370e-01,6.211484593837535151e-01
9.966292134831460370e-01,6.215837421163279419e-01
9.966292134831460370e-01,6.220196353436184822e-01
9.966292134831460370e-01,6.224561403508771518e-01
9.966292134831460370e-01,6.228932584269663009e-01
9.966292134831460370e-01,6.233309908643710484e-01
9.966292134831460370e-01,6.237693389592123827e-01
9.966292134831460370e-01,6.242083040112597070e-01
9.966292134831460370e-01,6.246478873239436069e-01
9.966292134831460370e-01,6.250880902043692844e-01
9.966292134831460370e-01,6.255289139633286588e-01
9.966292134831460370e-01,6.259703599153140230e-01
9.966292134831460370e-01,6.264124293785310327e-01
9.966292134831460370e-01,6.268551236749116962e-01
9.966292134831460370e-01,6.272984441301272529e-01
9.966292134831460370e-01,6.277423920736022733e-01
9.966292134831460370e-01,6.281869688385268713e-01
9.966292134831460370e-01,6.286321757618710260e-01
9.966292134831460370e-01,6.290780141843971274e-01
9.955056179775281233e-01,6.288147622427253669e-01
9.943820224719100986e-01,6.285511363636363535e-01
9.943820224719100986e-01,6.289978678038379289e-01
9.932584269662921850e-01,6.287339971550497397e-01
9.932584269662921850e-01,6.291814946619217475e-01
9.932584269662921850e-01,6.296296296296296502e-01
9.932584269662921850e-01,6.300784034212402185e-01
9.932584269662921850e-01,6.305278174037090011e-01
9.932584269662921850e-01,6.309778729478943138e-01
9.921348314606741603e-01,6.307142857142856718e-01
9.921348314606741603e-01,6.311651179413867441e-01
9.921348314606741603e-01,6.316165951359083985e-01
9.921348314606741603e-01,6.320687186828919391e-01
9.921348314606741603e-01,6.325214899713467176e-01
9.921348314606741603e-01,6.329749103942652333e-01
9.921348314606741603e-01,6.334289813486370102e-01
9.921348314606741603e-01,6.338837042354630302e-01
9.921348314606741603e-01,6.343390804597701660e-01
9.921348314606741603e-01,6.347951114306255027e-01
9.921348314606741603e-01,6.352517985611511042e-01
9.921348314606741603e-01,6.357091432685385568e-01
9.921348314606741603e-01,6.361671469740634022e-01
9.921348314606741603e-01,6.366258111031002365e-01
9.921348314606741603e-01,6.370851370851370321e-01
9.921348314606741603e-01,6.375451263537905700e-01
9.921348314606741603e-01,6.380057803468207611e-01
9.921348314606741603e-01,6.384671005061460791e-01
9.921348314606741603e-01,6.389290882778582148e-01
9.921348314606741603e-01,6.393917451122375084e-01
9.921348314606741603e-01,6.398550724637681597e-01
9.921348314606741603e-01,6.403190717911529939e-01
9.921348314606741603e-01,6.407837445573294488e-01
9.921348314606741603e-01,6.412490922294843410e-01
9.921348314606741603e-01,6.417151162790697416e-01
9.921348314606741603e-01,6.421818181818181870e-01
9.921348314606741603e-01,6.426491994177583322e-01
9.921348314606741603e-01,6.431172614712308278e-01
9.921348314606741603e-01,6.435860058309037512e-01
9.921348314606741603e-01,6.440554339897884839e-01
9.921348314606741603e-01,6.445255474452554756e-01
9.921348314606741603e-01,6.449963476990504541e-01
9.921348314606741603e-01,6.454678362573099681e-01
9.921348314606741603e-01,6.459400146305779300e-01
9.921348314606741603e-01,6.464128843338213803e-01
9.921348314606741603e-01,6.468864468864469197e-01
9.921348314606741603e-01,6.473607038123166957e-01
9.921348314606741603e-01,6.478356566397652783e-01
9.921348314606741603e-01,6.483113069016153140e-01
9.921348314606741603e-01,6.487876561351947347e-01
9.921348314606741603e-01,6.492647058823529660e-01
9.921348314606741603e-01,6.497424576894775816e-01
9.921348314606741603e-01,6.502209131075110671e-01
9.921348314606741603e-01,6.507000736919675843e-01
9.921348314606741603e-01,6.511799410029498469e-01
9.921348314606741603e-01,6.516605166051661069e-01
9.921348314606741603e-01,6.521418020679468075e-01
9.921348314606741603e-01,6.526237989652623472e-01
9.921348314606741603e-01,6.531065088757396220e-01
9.921348314606741603e-01,6.535899333826794555e-01
9.921348314606741603e-01,6.540740740740740300e-01
9.921348314606741603e-01,6.545589325426242056e-01
9.921348314606741603e-01,6.550445103857567286e-01
9.921348314606741603e-01,6.555308092056422176e-01
9.921348314606741603e-01,6.560178306092124823e-01
9.921348314606741603e-01,6.565055762081783985e-01
9.921348314606741603e-01,6.569940476190476719e-01
9.921348314606741603e-01,6.574832464631422679e-01
9.921348314606741603e-01,6.579731743666169530e-01
9.921348314606741603e-01,6.584638329604772800e-01
9.921348314606741603e-01,6.589552238805970186e-01
9.921348314606741603e-01,6.594473487677371404e-01
9.921348314606741603e-01,6.599402092675635823e-01
9.921348314606741603e-01,6.604338070306656761e-01
9.921348314606741603e-01,6.609281437125748004e-01
9.921348314606741603e-01,6.614232209737828105e-01
9.921348314606741603e-01,6.619190404797601346e-01
9.921348314606741603e-01,6.624156039009752028e-01
9.921348314606741603e-01,6.629129129129128772e-01
9.921348314606741603e-01,6.634109691960932143e-01
9.921348314606741603e-01,6.639097744360902276e-01
9.921348314606741603e-01,6.644093303235515391e-01
9.921348314606741603e-01,6.649096385542169196e-01
9.921348314606741603e-01,6.654107008289374958e-01
9.910112359550561356e-01,6.651583710407239503e-01
9.898876404494382220e-01,6.649056603773585428e-01
9.898876404494382220e-01,6.654078549848942981e-01
9.898876404494382220e-01,6.659108087679516119e-01
9.898876404494382220e-01,6.664145234493191738e-01
9.898876404494382220e-01,6.669190007570022782e-01
9.898876404494382220e-01,6.674242424242424754e-01
9.898876404494382220e-01,6.679302501895375554e-01
9.898876404494382220e-01,6.684370257966616435e-01
9.898876404494382220e-01,6.689445709946848506e-01
9.898876404494382220e-01,6.694528875379939237e-01
9.898876404494382220e-01,6.699619771863117856e-01
9.898876404494382220e-01,6.704718417047184076e-01
9.898876404494382220e-01,6.709824828636710148e-01
9.898876404494382220e-01,6.714939024390244038e-01
9.898876404494382220e-01,6.720061022120518146e-01
9.898876404494382220e-01,6.725190839694656919e-01
9.898876404494382220e-01,6.730328495034377800e-01
9.887640449438201973e-01,6.727828746177370034e-01
9.876404494382022836e-01,6.725325172149961839e-01
9.876404494382022836e-01,6.730474732006125338e-01
9.876404494382022836e-01,6.735632183908045745e-01
9.876404494382022836e-01,6.740797546012270436e-01
9.876404494382022836e-01,6.745970836531082204e-01
9.876404494382022836e-01,6.751152073732719083e-01
9.876404494382022836e-01,6.756341275941583069e-01
9.876404494382022836e-01,6.761538461538461053e-01
9.876404494382022836e-01,6.766743648960739099e-01
9.876404494382022836e-01,6.771956856702618932e-01
9.876404494382022836e-01,6.777178103315343316e-01
9.876404494382022836e-01,6.782407407407406996e-01
9.876404494382022836e-01,6.787644787644787625e-01
9.876404494382022836e-01,6.792890262751158925e-01
9.876404494382022836e-01,6.798143851508120505e-01
9.876404494382022836e-01,6.803405572755417685e-01
9.876404494382022836e-01,6.808675445391169090e-01
9.876404494382022836e-01,6.813953488372093137e-01
9.876404494382022836e-01,6.819239720713731190e-01
9.876404494382022836e-01,6.824534161490682926e-01
9.876404494382022836e-01,6.829836829836829493e-01
9.865168539325842589e-01,6.827371695178848787e-01
9.865168539325842589e-01,6.832684824902723886e-01
9.865168539325842589e-01,6.838006230529595220e-01
9.865168539325842589e-01,6.843335931410755579e-01
9.865168539325842589e-01,6.848673946957878345e-01
9.865168539325842589e-01,6.854020296643247301e-01
9.853932584269663453e-01,6.851562500000000222e-01
9.853932584269663453e-01,6.856919468334636836e-01
9.853932584269663453e-01,6.862284820031299137e-01
9.842696629213483206e-01,6.859827721221612995e-01
9.842696629213483206e-01,6.865203761755486189e-01
9.842696629213483206e-01,6.870588235294117219e-01
9.842696629213483206e-01,6.875981161695446930e-01
9.831460674157302959e-01,6.873527101335428213e-01
9.831460674157302959e-01,6.878930817610062753e-01
9.831460674157302959e-01,6.884343036978757269e-01
9.831460674157302959e-01,6.889763779527559029e-01
9.831460674157302959e-01,6.895193065405831323e-01
9.831460674157302959e-01,6.900630914826498818e-01
9.820224719101123823e-01,6.898184688239936690e-01
9.820224719101123823e-01,6.903633491311216286e-01
9.820224719101123823e-01,6.909090909090909172e-01
9.820224719101123823e-01,6.914556962025316666e-01
9.808988764044943576e-01,6.912114014251781180e-01
9.808988764044943576e-01,6.917591125198098156e-01
9.797752808988764439e-01,6.915146708961141808e-01
9.797752808988764439e-01,6.920634920634920473e-01
9.786516853932584192e-01,6.918189038919777545e-01
9.786516853932584192e-01,6.923688394276629188e-01
9.786516853932584192e-01,6.929196499602227055e-01
9.786516853932584192e-01,6.934713375796178747e-01
9.786516853932584192e-01,6.940239043824700804e-01
9.786516853932584192e-01,6.945773524720892933e-01
9.786516853932584192e-01,6.951316839584995577e-01
9.775280898876403946e-01,6.948881789137379972e-01
9.775280898876403946e-01,6.954436450839328598e-01
9.775280898876403946e-01,6.959999999999999520e-01
9.775280898876403946e-01,6.965572457966373587e-01
9.764044943820224809e-01,6.963141025641025328e-01
9.764044943820224809e-01,6.968724939855653888e-01
9.764044943820224809e-01,6.974317817014445975e-01
9.752808988764044562e-01,6.971887550200803751e-01
9.752808988764044562e-01,6.977491961414791222e-01
9.752808988764044562e-01,6.983105390185035954e-01
9.752808988764044562e-01,6.988727858293075634e-01
9.752808988764044562e-01,6.994359387590652899e-01
9.752808988764044562e-01,6.999999999999999556e-01
9.752808988764044562e-01,7.005649717514124131e-01
9.752808988764044562e-01,7.011308562197091643e-01
9.752808988764044562e-01,7.016976556184316705e-01
9.752808988764044562e-01,7.022653721682847738e-01
9.752808988764044562e-01,7.028340080971660075e-01
9.752808988764044562e-01,7.034035656401944614e-01
9.752808988764044562e-01,7.039740470397404248e-01
9.741573033707865426e-01,7.037337662337662669e-01
9.741573033707865426e-01,7.043054427294882514e-01
9.741573033707865426e-01,7.048780487804877648e-01
9.741573033707865426e-01,7.054515866558177528e-01
9.741573033707865426e-01,7.060260586319218046e-01
9.741573033707865426e-01,7.066014669926650171e-01
9.741573033707865426e-01,7.071778140293637493e-01
9.741573033707865426e-01,7.077551020408163751e-01
9.741573033707865426e-01,7.083333333333333703e-01
9.741573033707865426e-01,7.089125102207686213e-01
9.741573033707865426e-01,7.094926350245499558e-01
9.730337078651685179e-01,7.092547092547092369e-01
9.730337078651685179e-01,7.098360655737705471e-01
9.719101123595506042e-01,7.095980311730927248e-01
9.719101123595506042e-01,7.101806239737273874e-01
9.707865168539325795e-01,7.099424815119145249e-01
9.696629213483145548e-01,7.097039473684210176e-01
9.696629213483145548e-01,7.102880658436213634e-01
9.696629213483145548e-01,7.108731466227347084e-01
9.685393258426966412e-01,7.106347897774113465e-01
9.685393258426966412e-01,7.112211221122112237e-01
9.674157303370786165e-01,7.109826589595376056e-01
9.662921348314607028e-01,7.107438016528925262e-01
9.662921348314607028e-01,7.113316790736146089e-01
9.651685393258426782e-01,7.110927152317880751e-01
9.651685393258426782e-01,7.116818558409279127e-01
9.651685393258426782e-01,7.122719734660033497e-01
9.651685393258426782e-01,7.128630705394191081e-01
9.640449438202247645e-01,7.126245847176079229e-01
9.629213483146067398e-01,7.123857024106400315e-01
9.629213483146067398e-01,7.129783693843594339e-01
9.629213483146067398e-01,7.135720233139051238e-01
9.629213483146067398e-01,7.141666666666666163e-01
9.629213483146067398e-01,7.147623019182651749e-01
9.629213483146067398e-01,7.153589315525876735e-01
9.617977528089887151e-01,7.151211361737677130e-01
9.606741573033708015e-01,7.148829431438127324e-01
9.606741573033708015e-01,7.154811715481171897e-01
9.595505617977527768e-01,7.152428810720268260e-01
9.595505617977527768e-01,7.158424140821458836e-01
9.584269662921348631e-01,7.156040268456376197e-01
9.573033707865168385e-01,7.153652392947102978e-01
9.573033707865168385e-01,7.159663865546218586e-01
9.561797752808989248e-01,7.157275021026072714e-01
9.561797752808989248e-01,7.163299663299663722e-01
9.561797752808989248e-01,7.169334456613311035e-01
9.561797752808989248e-01,7.175379426644181713e-01
9.561797752808989248e-01,7.181434599156117926e-01
9.550561797752809001e-01,7.179054054054053724e-01
9.550561797752809001e-01,7.185122569737953935e-01
9.550561797752809001e-01,7.191201353637901583e-01
9.550561797752809001e-01,7.197290431837426450e-01
9.550561797752809001e-01,7.203389830508474256e-01
9.539325842696628754e-01,7.201017811704835125e-01
9.539325842696628754e-01,7.207130730050933520e-01
9.539325842696628754e-01,7.213254035683942522e-01
9.539325842696628754e-01,7.219387755102041337e-01
9.528089887640449618e-01,7.217021276595744217e-01
9.528089887640449618e-01,7.223168654173764969e-01
9.516853932584269371e-01,7.220801364023869962e-01
9.516853932584269371e-01,7.226962457337884338e-01
9.516853932584269371e-01,7.233134073441502832e-01
9.516853932584269371e-01,7.239316239316239132e-01
9.505617977528090234e-01,7.236954662104362335e-01
9.505617977528090234e-01,7.243150684931506378e-01
9.505617977528090234e-01,7.249357326478148567e-01
9.505617977528090234e-01,7.255574614065180006e-01
9.505617977528090234e-01,7.261802575107295654e-01
9.494382022471909988e-01,7.259450171821305586e-01
9.494382022471909988e-01,7.265692175408426934e-01
9.483146067415730851e-01,7.263339070567986777e-01
9.483146067415730851e-01,7.269595176571920225e-01
9.471910112359550604e-01,7.267241379310345195e-01
9.471910112359550604e-01,7.273511647972390470e-01
9.471910112359550604e-01,7.279792746113989965e-01
9.471910112359550604e-01,7.286084701815038756e-01
9.471910112359550604e-01,7.292387543252595306e-01
9.471910112359550604e-01,7.298701298701298912e-01
9.471910112359550604e-01,7.305025996533796029e-01
9.471910112359550604e-01,7.311361665221162154e-01
9.471910112359550604e-01,7.317708333333333703e-01
9.471910112359550604e-01,7.324066029539531009e-01
9.460674157303370357e-01,7.321739130434782306e-01
9.449438202247191221e-01,7.319408181026979543e-01
9.449438202247191221e-01,7.325783972125435861e-01
9.449438202247191221e-01,7.332170880557977721e-01
9.438202247191010974e-01,7.329842931937172734e-01
9.438202247191010974e-01,7.336244541484716608e-01
9.426966292134831837e-01,7.333916083916084405e-01
9.415730337078651591e-01,7.331583552055993547e-01
9.404494382022472454e-01,7.329246935201401136e-01
9.404494382022472454e-01,7.335670464504819854e-01
9.404494382022472454e-01,7.342105263157894246e-01
9.393258426966292207e-01,7.339771729587357685e-01
9.382022471910111960e-01,7.337434094903338977e-01
9.370786516853932824e-01,7.335092348284960595e-01
9.370786516853932824e-01,7.341549295774647543e-01
9.359550561797752577e-01,7.339207048458149529e-01
9.348314606741573440e-01,7.336860670194003120e-01
9.348314606741573440e-01,7.343336275375110800e-01
9.348314606741573440e-01,7.349823321554770361e-01
9.348314606741573440e-01,7.356321839080459668e-01
9.337078651685393194e-01,7.353982300884955858e-01
9.325842696629212947e-01,7.351638618246235657e-01
9.314606741573033810e-01,7.349290780141843893e-01
9.314606741573033810e-01,7.355811889973380424e-01
9.314606741573033810e-01,7.362344582593250975e-01
9.314606741573033810e-01,7.368888888888889266e-01
9.303370786516853563e-01,7.366548042704625932e-01
9.303370786516853563e-01,7.373107747105965837e-01
9.292134831460674427e-01,7.370766488413547091e-01
9.280898876404494180e-01,7.368421052631578538e-01
9.280898876404494180e-01,7.375000000000000444e-01
9.269662921348315043e-01,7.372654155495979023e-01
9.269662921348315043e-01,7.379248658318425802e-01
9.269662921348315043e-01,7.385854968666070164e-01
9.269662921348315043e-01,7.392473118279569988e-01
9.258426966292134797e-01,7.390134529147982523e-01
9.258426966292134797e-01,7.396768402154398903e-01
9.258426966292134797e-01,7.403414195867026315e-01
9.258426966292134797e-01,7.410071942446042614e-01
9.258426966292134797e-01,7.416741674167416365e-01
9.258426966292134797e-01,7.423423423423423095e-01
9.258426966292134797e-01,7.430117222723173764e-01
9.247191011235954550e-01,7.427797833935018135e-01
9.235955056179775413e-01,7.425474254742547853e-01
9.235955056179775413e-01,7.432188065099457619e-01
9.224719101123595166e-01,7.429864253393665408e-01
9.213483146067416030e-01,7.427536231884057649e-01
9.213483146067416030e-01,7.434270172257479992e-01
9.213483146067416030e-01,7.441016333938293981e-01
9.202247191011235783e-01,7.438692098092642979e-01
9.202247191011235783e-01,7.445454545454545103e-01
9.202247191011235783e-01,7.452229299363056780e-01
9.202247191011235783e-01,7.459016393442623460e-01
9.191011235955056646e-01,7.456700091157703048e-01
9.191011235955056646e-01,7.463503649635035986e-01
9.191011235955056646e-01,7.470319634703196376e-01
9.191011235955056646e-01,7.477148080438756894e-01
9.191011235955056646e-01,7.483989021043000456e-01
9.179775280898876400e-01,7.481684981684981750e-01
9.179775280898876400e-01,7.488542621448213144e-01
9.168539325842696153e-01,7.486238532110092159e-01
9.168539325842696153e-01,7.493112947658402412e-01
9.157303370786517016e-01,7.490808823529411242e-01
9.146067415730336769e-01,7.488500459981600743e-01
9.134831460674157633e-01,7.486187845303867716e-01
9.134831460674157633e-01,7.493087557603687054e-01
9.134831460674157633e-01,7.500000000000000000e-01
9.134831460674157633e-01,7.506925207756233176e-01
9.134831460674157633e-01,7.513863216266173373e-01
9.134831460674157633e-01,7.520814061054579280e-01
9.123595505617977386e-01,7.518518518518518823e-01
9.112359550561798249e-01,7.516218721037998263e-01
9.101123595505618002e-01,7.513914656771799594e-01
9.089887640449437756e-01,7.511606313834725546e-01
9.089887640449437756e-01,7.518587360594795044e-01
9.078651685393258619e-01,7.516279069767441978e-01
9.078651685393258619e-01,7.523277467411545461e-01
9.067415730337078372e-01,7.520969245107176349e-01
9.067415730337078372e-01,7.527985074626866169e-01
9.067415730337078372e-01,7.535014005602240772e-01
9.056179775280899236e-01,7.532710280373832168e-01
9.044943820224718989e-01,7.530402245088868574e-01
9.044943820224718989e-01,7.537453183520599342e-01
9.044943820224718989e-01,7.544517338331770961e-01
9.033707865168539852e-01,7.542213883677297837e-01
9.033707865168539852e-01,7.549295774647887258e-01
9.022471910112359605e-01,7.546992481203007586e-01
9.022471910112359605e-01,7.554092191909689280e-01
9.011235955056179359e-01,7.551789077212806012e-01
9.011235955056179359e-01,7.558906691800189037e-01
9.011235955056179359e-01,7.566037735849057144e-01
9.011235955056179359e-01,7.573182247403210665e-01
9.011235955056179359e-01,7.580340264650283766e-01
9.011235955056179359e-01,7.587511825922421682e-01
9.011235955056179359e-01,7.594696969696970168e-01
9.011235955056179359e-01,7.601895734597156062e-01
9.011235955056179359e-01,7.609108159392788950e-01
9.000000000000000222e-01,7.606837606837606458e-01
9.000000000000000222e-01,7.614068441064638648e-01
8.988764044943819975e-01,7.611798287345384884e-01
8.988764044943819975e-01,7.619047619047618625e-01
8.977528089887640839e-01,7.616777883698760965e-01
8.966292134831460592e-01,7.614503816793892765e-01
8.955056179775280345e-01,7.612225405921680954e-01
8.955056179775280345e-01,7.619502868068833701e-01
8.943820224719101208e-01,7.617224880382774677e-01
8.943820224719101208e-01,7.624521072796934806e-01
8.943820224719101208e-01,7.631831255992329588e-01
8.932584269662920962e-01,7.629558541266794336e-01
8.921348314606741825e-01,7.627281460134486268e-01
8.921348314606741825e-01,7.634615384615384137e-01
8.921348314606741825e-01,7.641963426371510826e-01
8.921348314606741825e-01,7.649325626204238615e-01
8.910112359550561578e-01,7.647058823529411242e-01
8.910112359550561578e-01,7.654440154440154132e-01
8.910112359550561578e-01,7.661835748792270584e-01
8.910112359550561578e-01,7.669245647969051838e-01
8.898876404494382442e-01,7.666989351403679098e-01
8.898876404494382442e-01,7.674418604651163101e-01
8.887640449438202195e-01,7.672162948593598264e-01
8.876404494382021948e-01,7.669902912621359148e-01
8.865168539325842811e-01,7.667638483965014684e-01
8.865168539325842811e-01,7.675097276264591928e-01
8.853932584269662565e-01,7.672833495618305300e-01
8.842696629213483428e-01,7.670565302144249920e-01
8.831460674157303181e-01,7.668292682926829418e-01
8.831460674157303181e-01,7.675781250000000000e-01
8.831460674157303181e-01,7.683284457478005702e-01
8.820224719101124045e-01,7.681017612524462246e-01
8.808988764044943798e-01,7.678746327130264726e-01
8.808988764044943798e-01,7.686274509803922017e-01
8.808988764044943798e-01,7.693817468105986768e-01
8.808988764044943798e-01,7.701375245579568096e-01
8.808988764044943798e-01,7.708947885939035904e-01
8.808988764044943798e-01,7.716535433070865757e-01
8.808988764044943798e-01,7.724137931034482651e-01
8.797752808988763551e-01,7.721893491124259823e-01
8.797752808988763551e-01,7.729516288252714640e-01
8.797752808988763551e-01,7.737154150197628200e-01
8.786516853932584414e-01,7.734915924826903932e-01
8.775280898876404168e-01,7.732673267326732880e-01
8.764044943820225031e-01,7.730426164519326182e-01
8.752808988764044784e-01,7.728174603174603474e-01
8.752808988764044784e-01,7.735849056603774088e-01
8.752808988764044784e-01,7.743538767395625744e-01
8.752808988764044784e-01,7.751243781094527829e-01
8.741573033707865648e-01,7.749003984063744799e-01
8.741573033707865648e-01,7.756729810568294692e-01
8.741573033707865648e-01,7.764471057884231309e-01
8.730337078651685401e-01,7.762237762237762517e-01
8.719101123595505154e-01,7.760000000000000231e-01
8.719101123595505154e-01,7.767767767767768117e-01
8.719101123595505154e-01,7.775551102204408815e-01
8.719101123595505154e-01,7.783350050150451560e-01
8.707865168539326017e-01,7.781124497991968036e-01
8.707865168539326017e-01,7.788944723618090871e-01
8.707865168539326017e-01,7.796780684104627213e-01
8.707865168539326017e-01,7.804632426988922234e-01
8.707865168539326017e-01,7.812500000000000000e-01
