fpr,tpr,threshold
3.513909224011713128e-02,4.280898876404494180e-01,9.992681145668029785e-01
3.513909224011713128e-02,4.314606741573033810e-01,9.992599487304687500e-01
3.660322108345534509e-02,4.314606741573033810e-01,9.992588758468627930e-01
3.660322108345534509e-02,4.426966292134831282e-01,9.992275238037109375e-01
3.806734992679355889e-02,4.426966292134831282e-01,9.992244839668273926e-01
3.806734992679355889e-02,4.561797752808988693e-01,9.991921186447143555e-01
3.953147877013177269e-02,4.561797752808988693e-01,9.991896748542785645e-01
3.953147877013177269e-02,4.573033707865168385e-01,9.991894960403442383e-01
4.245973645680820030e-02,4.573033707865168385e-01,9.991783499717712402e-01
4.245973645680820030e-02,4.696629213483146104e-01,9.991449713706970215e-01
4.392386530014641410e-02,4.696629213483146104e-01,9.991426467895507812e-01
4.392386530014641410e-02,4.707865168539325795e-01,9.991416931152343750e-01
4.538799414348462791e-02,4.707865168539325795e-01,9.991414546966552734e-01
4.538799414348462791e-02,4.719101123595505487e-01,9.991352558135986328e-01
4.685212298682284171e-02,4.719101123595505487e-01,9.991320371627807617e-01
4.685212298682284171e-02,4.741573033707865426e-01,9.991233944892883301e-01
4.831625183016105551e-02,4.741573033707865426e-01,9.991205334663391113e-01
4.831625183016105551e-02,4.752808988764045117e-01,9.991104602813720703e-01
4.978038067349926932e-02,4.752808988764045117e-01,9.991083741188049316e-01
4.978038067349926932e-02,4.786516853932584192e-01,9.991049766540527344e-01
5.124450951683748312e-02,4.786516853932584192e-01,9.990977644920349121e-01
5.124450951683748312e-02,4.831460674157303514e-01,9.990776181221008301e-01
5.417276720351391073e-02,4.831460674157303514e-01,9.990744590759277344e-01
5.417276720351391073e-02,4.853932584269662898e-01,9.990673661231994629e-01
5.710102489019033833e-02,4.853932584269662898e-01,9.990644454956054688e-01
5.710102489019033833e-02,4.943820224719100986e-01,9.990276098251342773e-01
5.856515373352855214e-02,4.943820224719100986e-01,9.990202784538269043e-01
5.856515373352855214e-02,4.977528089887640617e-01,9.990112185478210449e-01
6.002928257686676594e-02,4.977528089887640617e-01,9.990062117576599121e-01
6.002928257686676594e-02,5.011235955056180247e-01,9.990034699440002441e-01
6.149341142020497974e-02,5.011235955056180247e-01,9.990031719207763672e-01
6.149341142020497974e-02,5.101123595505617780e-01,9.989613890647888184e-01
6.149341142020497974e-02,5.123595505617977164e-01,9.989591836929321289e-01
6.149341142020497974e-02,5.146067415730336547e-01,9.989460110664367676e-01
6.295754026354319355e-02,5.146067415730336547e-01,9.989331960678100586e-01
6.295754026354319355e-02,5.191011235955056424e-01,9.989119768142700195e-01
6.442166910688140735e-02,5.191011235955056424e-01,9.989094138145446777e-01
6.442166910688140735e-02,5.202247191011235561e-01,9.989089369773864746e-01
6.588579795021962116e-02,5.202247191011235561e-01,9.989052414894104004e-01
6.588579795021962116e-02,5.292134831460674205e-01,9.988576173782348633e-01
6.734992679355783496e-02,5.292134831460674205e-01,9.988521933555603027e-01
6.734992679355783496e-02,5.314606741573033588e-01,9.988391995429992676e-01
6.881405563689604876e-02,5.314606741573033588e-01,9.988390207290649414e-01
6.881405563689604876e-02,5.337078651685392972e-01,9.988282322883605957e-01
7.320644216691069017e-02,5.337078651685392972e-01,9.988209605216979980e-01
7.320644216691069017e-02,5.370786516853932602e-01,9.988165497779846191e-01
7.613469985358711778e-02,5.370786516853932602e-01,9.988061189651489258e-01
7.613469985358711778e-02,5.382022471910112849e-01,9.988040924072265625e-01
7.759882869692533158e-02,5.382022471910112849e-01,9.987983107566833496e-01
7.759882869692533158e-02,5.426966292134831615e-01,9.987868666648864746e-01
7.906295754026354539e-02,5.426966292134831615e-01,9.987816810607910156e-01
7.906295754026354539e-02,5.483146067415730629e-01,9.987673163414001465e-01
8.052708638360175919e-02,5.483146067415730629e-01,9.987640380859375000e-01
8.052708638360175919e-02,5.573033707865168163e-01,9.987397193908691406e-01
8.199121522693997299e-02,5.573033707865168163e-01,9.987379908561706543e-01
8.199121522693997299e-02,5.595505617977527546e-01,9.987345337867736816e-01
8.199121522693997299e-02,5.606741573033707793e-01,9.987344741821289062e-01
8.491947291361640060e-02,5.606741573033707793e-01,9.987307786941528320e-01
8.491947291361640060e-02,5.696629213483146437e-01,9.986731410026550293e-01
8.784773060029282821e-02,5.696629213483146437e-01,9.986657500267028809e-01
8.784773060029282821e-02,5.764044943820224587e-01,9.986362457275390625e-01
8.931185944363104201e-02,5.764044943820224587e-01,9.986332058906555176e-01
8.931185944363104201e-02,5.786516853932583970e-01,9.986314177513122559e-01
9.077598828696925581e-02,5.786516853932583970e-01,9.986268281936645508e-01
9.077598828696925581e-02,5.808988764044943354e-01,9.986088275909423828e-01
9.224011713030746962e-02,5.808988764044943354e-01,9.986086487770080566e-01
9.224011713030746962e-02,5.842696629213482984e-01,9.985907673835754395e-01
9.370424597364568342e-02,5.842696629213482984e-01,9.985863566398620605e-01
9.370424597364568342e-02,5.910112359550562244e-01,9.985478520393371582e-01
9.956076134699853863e-02,5.910112359550562244e-01,9.985371828079223633e-01
9.956076134699853863e-02,5.955056179775281011e-01,9.985257983207702637e-01
1.010248901903367524e-01,5.955056179775281011e-01,9.985244274139404297e-01
1.010248901903367524e-01,6.067415730337079038e-01,9.984905719757080078e-01
1.024890190336749662e-01,6.067415730337079038e-01,9.984875321388244629e-01
1.024890190336749662e-01,6.089887640449438422e-01,9.984691143035888672e-01
1.039531478770131800e-01,6.089887640449438422e-01,9.984542727470397949e-01
1.039531478770131800e-01,6.101123595505617558e-01,9.984531402587890625e-01
1.039531478770131800e-01,6.123595505617978052e-01,9.984529018402099609e-01
1.039531478770131800e-01,6.146067415730337435e-01,9.984430670738220215e-01
1.083455344070278215e-01,6.146067415730337435e-01,9.984095692634582520e-01
1.083455344070278215e-01,6.202247191011236449e-01,9.983789324760437012e-01
1.112737920937042491e-01,6.202247191011236449e-01,9.983659982681274414e-01
1.112737920937042491e-01,6.292134831460673983e-01,9.983360171318054199e-01
1.127379209370424629e-01,6.292134831460673983e-01,9.983277320861816406e-01
1.127379209370424629e-01,6.348314606741572996e-01,9.983056187629699707e-01
1.142020497803806767e-01,6.348314606741572996e-01,9.982963204383850098e-01
1.142020497803806767e-01,6.359550561797753243e-01,9.982924461364746094e-01
1.171303074670571043e-01,6.359550561797753243e-01,9.982903003692626953e-01
1.171303074670571043e-01,6.438202247191011640e-01,9.982640147209167480e-01
1.200585651537335319e-01,6.438202247191011640e-01,9.982553124427795410e-01
1.200585651537335319e-01,6.449438202247190777e-01,9.982345104217529297e-01
1.215226939970717457e-01,6.449438202247190777e-01,9.982313513755798340e-01
1.215226939970717457e-01,6.460674157303371024e-01,9.982250928878784180e-01
1.244509516837481733e-01,6.460674157303371024e-01,9.982104897499084473e-01
1.244509516837481733e-01,6.471910112359550160e-01,9.982065558433532715e-01
1.259150805270863871e-01,6.471910112359550160e-01,9.981960654258728027e-01
1.259150805270863871e-01,6.516853932584270037e-01,9.981775283813476562e-01
1.273792093704246009e-01,6.516853932584270037e-01,9.981740713119506836e-01
1.273792093704246009e-01,6.550561797752808557e-01,9.981681108474731445e-01
1.288433382137628147e-01,6.550561797752808557e-01,9.981649518013000488e-01
1.288433382137628147e-01,6.561797752808988804e-01,9.981642365455627441e-01
1.303074670571010285e-01,6.561797752808988804e-01,9.981526732444763184e-01
1.303074670571010285e-01,6.662921348314606584e-01,9.981372952461242676e-01
1.317715959004392423e-01,6.662921348314606584e-01,9.980967044830322266e-01
1.317715959004392423e-01,6.674157303370786831e-01,9.980961084365844727e-01
1.332357247437774561e-01,6.674157303370786831e-01,9.980871081352233887e-01
1.332357247437774561e-01,6.685393258426965968e-01,9.980845451354980469e-01
1.346998535871156699e-01,6.685393258426965968e-01,9.980836510658264160e-01
1.346998535871156699e-01,6.764044943820224365e-01,9.980407953262329102e-01
1.361639824304538837e-01,6.764044943820224365e-01,9.980354309082031250e-01
1.361639824304538837e-01,6.775280898876404612e-01,9.980214238166809082e-01
1.390922401171303113e-01,6.775280898876404612e-01,9.979970455169677734e-01
1.390922401171303113e-01,6.786516853932583748e-01,9.979933500289916992e-01
1.420204978038067389e-01,6.786516853932583748e-01,9.979794025421142578e-01
1.420204978038067389e-01,6.820224719101123378e-01,9.979631900787353516e-01
1.434846266471449527e-01,6.820224719101123378e-01,9.979515075683593750e-01
1.434846266471449527e-01,6.831460674157303625e-01,9.979474544525146484e-01
